Book,Chapter,Verse,ASY,TRL,ENG
,,43,"ܐܝܼܢܵܐ ܝܼܫܘܿܥ ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܘܵܠܹܐ ܝܠܵܗ̇ ܕܡܲܟܪܸܙܸܢ ܡܲܠܟܘܼܬܵܐ ܕܐܲܠܵܗܵܐ ܓܵܘ ܡܕܝܼܢܵܬܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ، ܣܵܒܵܒ ܒܘܼܬ ܐܵܗܵܐ ܦܝܼܫ ܠܝܼ ܫܘܼܕܪܵܐ.“","Eena eeshoo' meereh ilayhy, ”wale-ylaha dmakrizin malkoeta dalaha gaw mdeenate khene, sabab boet aha peesh-lee shoedra.“","But he said unto them, I must preach the good tidings of the kingdom of God to the other cities also: for therefore was I sent."
,,44,ܘܟܹܐ ܡܲܟܪܸܙ ܗ݇ܘܵܐ ܓܵܘ ܟܢܘܼܫܝܵܬܹ̈ܐ ܕܓܠܝܼܠܵܐ.,O ke makriz wa gaw knoeshyate dgleela.,And he was preaching in the synagogues of Galilee.
,5,1,"ܟܠܹܐ ܠܹܗ ܝܼܫܘܿܥ ܥܲܠ ܡܲܪܙܵܐ ܕܝܵܡܵܐ ܕܓܹܢܹܣܲܪ، ܘܓ̰ܡܝܼܥ ܠܹܗ ܠܟܸܣ ܠܹܗ ܟܸܢܫܵܐ ܠܸܫܡܵܥܵܐ ܗܹܡܸܙܡܵܢ ܕܐܲܠܵܗܵܐ.","Kle-leh eeshoo' 'al marza dyama dgenesar, o jmee' leh lkis-leh kinsha lishma'a hemizman dalaha.","Now it came to pass, while the multitude pressed upon him and heard the word of God, that he was standing by the lake of Gennesaret;"
,,2,"ܘܚܙܹܐ ܠܹܗ ܬܲܪܬܹܝ ܓܵܡܝܼܹ̈ܐ ܟܸܠܝܹܐ ܥܲܠ ܡܲܪܙܵܐ ܕܝܵܡܵܐ، ܐܝܼܢܵܐ ܨܲܝܵܕܹ̈ܐ ܦܠܝܼܛܹܐ ܝܗ݇ܘܵܘ ܡ̣ܢ ܓܵܘܲܝܗܝ، ܘܚܲܠܘܼܠܹܐ ܝܗ݇ܘܵܘ ܓܲܪ̈ܕܲܝܗܝ.","O khze-leh tartey gamee-e kilye 'al marza dyama, eena ṣayade pleeṭe ywaw min gawayhy, o khaloele ywaw gardayhy.","and he saw two boats standing by the lake: but the fishermen had gone out of them, and were washing their nets."
,,3,ܚܕܵܐ ܡ̣ܢ ܓܵܡܝܼܹ̈ܐ ܕܫܸܡܥܘܿܢ ܟܹܐܦܵܐ ܝܗ݇ܘܵܐ. ܐ݇ܣܝܼܩ ܠܹܗ ܝܼܫܘܿܥ ܘܝ݇ܬܝܼܒ݂ ܠܹܗ ܓܵܘܘܼܗ̇. ܘܛܠܝܼܒ ܠܹܗ ܡ̣ܢ ܫܸܡܥܘܿܢ ܕܪܲܚܩܸܢ ܗ݇ܘܵܐ ܡ̣ܢ ܒܸܪܙܵܐ ܠܓܵܘ ܝܵܡܵܐ. ܘܫܘܼܪܹܐ ܠܹܗ ܠܡܲܠܘܼܦܹܐ ܠܟܸܢܫܵܐ ܡ̣ܢ ܓܵܡܝܼ.,Khda min gamee-e dshim'oon kepa ywa. seeq-leh eeshoo' o teew-leh gawoeha. O ṭleeb-leh min shim'oon drakhqin wa min birza lgaw yama. O shoere-leh lmaloepe lkinsha min gamee.,"And he entered into one of the boats, which was Simon’s, and asked him to put out a little from the land. And he sat down and taught the multitudes out of the boat."
,,4,"ܐܝܼܡܲܢ ܕܦܪܝܼܩ ܠܹܗ ܡ̣ܢ ܡܲܠܘܼܦܹܐ، ܐ݇ܡܝܼܪܹܗ ܠܫܸܡܥܘܿܢ ܟܹܐܦܵܐ، ”ܛܪܹܝܡܘܼܢ ܓܵܡܝܼ ܠܕܘܼܟܵܐ ܥܲܡܘܼܩܬܵܐ، ܘܕܪܹܝܡܘܼܢ ܓܲܪܕܵܘܟ݂ܘܿܢ ܠܨܲܝܕܵܐ.“","Eeman dpreeq-leh min maloepe, meereh lshim'oon kepa, ”ṭreymoen gamee ldoeka 'amoeqta, o dreymoen gardawkhoon lṣayda.“","And when he had left speaking, he said unto Simon, Put out into the deep, and let down your nets for a draught."
,,5,"ܓ̰ܘܼܘܸܒ ܠܹܗ ܫܸܡܥܘܿܢ ܟܹܐܦܵܐ، ”ܪܲܒܝܼ، ܟܠܹܗ ܠܲܝܠܹܐ ܟܟ̰ܝܼܚ ܠܲܢ ܘܡܸܢܕܝܼ ܠܵܐ ܕܒ݂ܝܼܩ ܠܲܢ، ܐܝܼܢܵܐ ܒܘܼܬ ܗܹܡܸܙܡܵܢܘܼܟ݂ ܒܸܬ ܕܵܪܹܝܢ ܠܓܲܪܕܵܐ.“","Joewib-leh shim'oon kepa, ”rabee, kleh layle kcheekh lan o mindee la dweeq lan, eena boet hemizmanoekh bit dareyn lgarda.“","And Simon answered and said, Master, we toiled all night, and took nothing: but at thy word I will let down the nets."
,,6,"ܕܪܹܐ ܠܹܗ ܓܲܪܕܵܐ، ܘܕܒ݂ܝܼܩ ܠܗܘܿܢ ܢܘܼܢܹ̈ܐ ܪܵܒܵܐ، ܗܵܕܵܐ ܕܦܪܝܼܛ ܠܹܗ ܓܲܪܕܵܐ.","Dre-leh garda, o dweeq-lhoon noene raba, hada dpreeṭ-leh garda.","And when they had this done, they enclosed a great multitude of fishes; and their nets were breaking;"
,,7,ܘܩܪܹܐ ܠܗܘܿܢ ܠܚܲܒ݂ܪ̈ܵܘܵܬܲܝܗܝ ܒܓܵܡܝܼ ܐ݇ܚܹܪ݇ܬܵܐ ܕܐܵܬܝܼ ܗ݇ܘܵܘ ܘܗܲܝܸܪܝܼ ܗ݇ܘܵܘ ܠܗܘܿܢ. ܐ݇ܬܹܐ ܠܗܘܿܢ ܘܡܠܹܐ ܠܗܘܿܢ ܬܲܪܬܹܝ ܓܵܡܝܼܹ̈ܐ ܗܲܠ ܕܫܘܼܪܹܐ ܠܗܘܿܢ ܠܸܛܒܵܥܵܐ.,O qre-lhoon lkhawrawatayhy bgamee kheta datee waw o hayiree waw-lhoon. te-lhoon o mle-lhoon tartey gamee-e hal dshoere-lhoon liṭba'a.,"and they beckoned unto their partners in the other boat, that they should come and help them. And they came, and filled both the boats, so that they began to sink."
,,8,"ܐܝܼܡܲܢ ܕܚܙܹܐ ܠܹܗ ܫܸܡܥܘܿܢ ܟܹܐܦܵܐ ܐܵܗܵܐ، ܢܦܝܼܠ ܠܹܗ ܩܵܕ݇ܡ ܐܲܩܠܵܬܹ̈ܐ ܕܝܼܫܘܿܥ، ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܦܲܪܦܘܼܠܹܐ ܝܘܸܢ ܒܝܼܘܼܟ݂ ܡܵܪܝܼ ܕܪܵܚܩܹܬ ܡܸܢܝܼ، ܐ݇ܢܵܫܵܐ ܚܲܛܵܝܵܐ ܝܘܸܢ.“","Eeman dkhze-leh shim'oon kepa aha, npeel-leh qam aqlate deeshoo', o meereh ileh, ”parpoele ywin beeoekh maree drakhqet minee, nasha khaṭaya ywin.“","But Simon Peter, when he saw it, fell down at Jesus’ knees, saying, Depart from me; for I am a sinful man, O Lord."
,,9,ܐ݇ܡܝܼܪܹܗ ܐܵܗܵܐ ܣܵܒܵܒ ܥܘܼܓ̰ܸܒ ܠܹܗ ܗ̇ܘ ܘܟܠܲܝܗܝ ܐܵܢܝܼ ܕܥܲܡܹܗ ܥܲܠ ܨܲܝܕܵܐ ܕܢܘܼܢܹ̈ܐ ܕܕܒ݂ܝܼܩ ܠܗܘܿܢ.,meereh aha sabab 'oejib-leh haw o klayhy anee d'ameh 'al ṣayda dnoene ddweeq-lhoon.,"For he was amazed, and all that were with him, at the draught of the fishes which they had taken;"
,,10,"ܗܲܕܟ݂ܵܐ ܐܘܼܦ ܝܲܥܩܘܿܒ݂ ܘܝܘܿܚܲܢܵܢ ܒܢܘܿܢܹ̈ܐ ܕܙܲܒ݂ܕܲܝ ܕܝܼܗ݇ܘܵܘ ܦܲܠܵܚܹ̈ܐ ܥܲܡ ܫܸܡܥܘܿܢ ܟܹܐܦܵܐ ܥܘܼܓ̰ܸܒ ܠܗܘܿܢ. ܐ݇ܡܝܼܪܹܗ ܝܼܫܘܿܥ ܠܫܸܡܥܘܿܢ ܟܹܐܦܵܐ، ”ܠܵܐ ܙܵܕܥܹܬ، ܡ̣ܢ ܐܵܕܝܼܵܐ ܒܸܬ ܗܵܘܹܝܬ ܒܸܨܝܵܕܵܐ ܐ݇ܢܵܫܹ̈ܐ ܠܚܲܝܹ̈ܐ.“","Hadkha oep ya'qoow o yookhanan bnoone dzawday deewaw palakhe 'am shim'oon kepa 'oejib-lhoon. meereh eeshoo' lshim'oon kepa, ”la zad'et, min adeea bit haweyt biṣyada nashe lkhaye.“","and so were also James and John, sons of Zebedee, which were partners with Simon. And Jesus said unto Simon, Fear not; from henceforth thou shalt catch men."
,,11,"ܐܝܼܡܲܢ ܕܡܘܼܐܬܲܝ ܠܗܘܿܢ ܓܵܡܝܼܹ̈ܐ ܠܡܲܪܙܵܐ، ܫܒ݂ܝܼܩ ܠܗܘܿܢ ܟܠ ܡܸܢܕܝܼ ܘܐ݇ܙܝܼܠ ܠܗܘܿܢ ܒܵܬ݇ܪܹܗ.","Eeman dmoetay-lhoon gamee-e lmarza, shweeq-lhoon kl mindee o zeel-lhoon bareh.","And when they had brought their boats to land, they left all, and followed him."
,,12,"ܐܝܼܡܲܢ ܕܝܼܗ݇ܘܵܐ ܝܼܫܘܿܥ ܓܵܘ ܚܕܵܐ ܡ̣ܢ ܡܕܝܼܢܵܬܹ̈ܐ، ܐ݇ܬܹܐ ܠܹܗ ܠܟܸܣ ܠܹܗ ܚܲܕ ܐ݇ܢܵܫܵܐ ܓܸܪܒ݂ܵܢܵܐ. ܘܟܲܕ ܚܙܹܐ ܠܹܗ ܠܝܼܫܘܿܥ، ܢܦܝܼܠ ܠܹܗ ܥܲܠ ܦܵܬܹܗ، ܘܦܘܼܪܦܸܠ ܠܹܗ ܒܝܼܹܗ، ܒܹܐܡܵܪܵܐ، ”ܡܵܪܝܼ، ܐܸܢ ܒܵܥܹܝܬ، ܡܵܨܹܝܬ ܕܲܟܹܝܬ ܠܝܼ.“","Eeman deewa eeshoo' gaw khda min mdeenate, te-leh lkis-leh khad nasha girwana. O kad khze-leh leeshoo', npeel-leh 'al pateh, o poerpil-leh bee-eh, bemara, ”maree, in ba'eyt, maṣeyt dakeyt-lee.“","And it came to pass, while he was in one of the cities, behold, a man full of leprosy: and when he saw Jesus, he fell on his face, and besought him, saying, Lord, if thou wilt, thou canst make me clean."
,,13,"ܦܘܼܫܛܵܐ ܠܹܗ ܐܝܼܕܹܗ ܝܼܫܘܿܥ ܘܕܩܝܼܪܹܗ ܒܝܼܹܗ ܘܐ݇ܡܝܼܪܹܗ، ”ܒܸܒܥܵܝܵܐ ܝܘܸܢ، ܦܘܼܫ ܕܸܟ݂ܝܵܐ.“ ܘܗܲܪ ܒܗ̇ܝ ܥܕܵܢܵܐ ܐ݇ܙܝܼܠ ܠܹܗ ܓܸܪܒܹܗ ܡܸܢܹܗ.","Poeshṭa-leh eedeh eeshoo' o dqeereh bee-eh o meereh, ”bib'aya ywin, poesh dikhya.“ o har bhay 'dana zeel-leh girbeh mineh.","And he stretched forth his hand, and touched him, saying, I will; be thou made clean. And straightway the leprosy departed from him."
,,14,"ܘܦܩܝܼܕ ܠܹܗ ܐܸܠܹܗ ܝܼܫܘܿܥ، ”ܠܐ݇ܢܵܫܵܐ ܠܵܐ ܐܵܡܪܹܬ، ܐܸܠܵܐ ܙܹܠ݇ ܡܲܚܙܝܼ ܓܵܢܘܼܟ݂ ܠܟܵܗܢܵܐ، ܘܡܲܩܪܸܒ݂ ܒܘܼܬ ܕܲܟ݂ܵܝܬܘܼܟ݂ ܐܲܝܟ݂ ܕܦܩܝܼܕ ܠܹܗ ܡܘܼܫܹܐ، ܠܣܵܗܕܘܼܬܲܝܗܝ.“","O pqeed-leh ileh eeshoo', ”lnasha la amret, ila ze makhzee ganoekh lkahna, o maqriw boet dakhaytoekh aykh dpqeed-leh moeshe, lsahdoetayhy.“","And he charged him to tell no man: but go thy way, and shew thyself to the priest, and offer for thy cleansing, according as Moses commanded, for a testimony unto them."
,,15,ܐܝܼܢܵܐ ܒܘܼܫ ܦܪܝܼܣ ܠܵܗ̇ ܗܹܡܸܙܡܵܢ ܒܘܼܬ ܕܝܼܹܗ. ܘܓ̰ܵܡܥܝܼ ܗ݇ܘܵܘ ܟܸܢܫܹ̈ܐ ܪܵܒܵܐ ܠܸܫܡܵܥܵܐ ܡܸܢܹܗ ܘܠܸܦܝܵܫܵܐ ܒܘܼܣܡܹܐ ܡ̣ܢ ܡܲܪ̈ܥܲܝܗܝ.,Eena boesh prees-laha hemizman boet dee-eh. O jam'ee waw kinshe raba lishma'a mineh o lipyasha boesme min mar'ayhy.,"But so much the more went abroad the report concerning him: and great multitudes came together to hear, and to be healed of their infirmities."
,,16,ܐܝܼܢܵܐ ܗ̇ܘ ܦܠܝܼܛ ܠܹܗ ܠܒܲܪܝܼܵܐ ܠܨܲܠܘܼܝܹܐ.,Eena haw pleeṭ-leh lbareea lṣaloeye.,"But he withdrew himself in the deserts, and prayed."
,,17,"ܟܲܕ ܡܲܠܘܼܦܹܐ ܝܗ݇ܘܵܐ ܝܼܫܘܿܥ ܒܚܲܕ ܡ̣ܢ ܝܵܘܡܵܢܹ̈ܐ، ܦܪ̈ܝܼܫܹܐ ܘܡܲܠܦܵܢܹ̈ܐ ܕܢܵܡܘܿܣܵܐ ܝ݇ܬܝܼܒܹܐ ܝܗ݇ܘܵܘ ܬܵܡܵܐ، ܐܵܢܝܼ ܕܐ݇ܬܝܼܹܐ ܝܗ݇ܘܵܘ ܡ̣ܢ ܟܠܲܝܗܝ ܡܕܝܼܢܵܬܹ̈ܐ ܕܓܠܝܼܠܵܐ، ܘܕܝܼܗܘܼܕ، ܘܡ̣ܢ ܐܘܿܪܸܫܠܸܡ، ܘܚܲܝܠܵܐ ܕܡܵܪܝܵܐ ܐܝܼܬ ܗ݇ܘܵܐ ܠܒܲܣܘܼܡܲܝ.","Kad maloepe ywa eeshoo' bkhad min yawmane, preeshe o malpane dnamoosa teebe ywaw tama, anee dtee-e ywaw min klayhy mdeenate dgleela, o deehoed, o min oorishlim, o khayla dmarya eet wa lbasoemay.","And it came to pass on one of those days, that he was teaching; and there were Pharisees and doctors of the law sitting by, which were come out of every village of Galilee and Judaea and Jerusalem: and the power of the Lord was with him to heal."
,,18,"ܘܗܵܐ ܚܲܕ݇ܟܡܵܐ ܐ݇ܢܵܫܹ̈ܐ ܡܘܼܐܬܹܐ ܠܗܘܿܢ ܚܲܕ ܫܦܝܼܠܵܐ ܥܲܠ ܫܘܝܼܬܵܐ، ܘܒܥܹܐ ܠܗܘܿܢ ܕܥܵܒ݂ܪܝܼ ܗ݇ܘܵܘ ܘܡܲܬܒ݂ܝܼ ܗ݇ܘܵܘ ܠܹܗ ܩܵܕ݇ܡ ܝܼܫܘܿܥ.","O ha khakma nashe moete-lhoon khad shpeela 'al shweeta, o b'e-lhoon d'awree waw o matwee waw-leh qam eeshoo'.","And behold, men bring on a bed a man that was palsied: and they sought to bring him in, and to lay him before him."
,,19,"ܐܝܼܢܵܐ ܐܝܼܡܲܢ ܕܠܵܐ ܡܘܼܫ݇ܟ̰ܸܚ ܠܗܘܿܢ ܐܘܼܪܚܵܐ ܕܥܵܒ݂ܪܝܼ ܗ݇ܘܵܘ ܒܘܼܬ ܟܸܢܫܵܐ ܪܵܒܵܐ، ܐ݇ܣܝܼܩ ܠܗܘܿܢ ܠܐ݇ܓܵܪܹܐ، ܓܘܼܠܹܐ ܠܗܘܿܢ ܠܫܟܘܼܪܹܐ ܘܦܘܼܫܸܛ ܠܗܘܿܢ ܐܸܠܹܗ ܥܲܡ ܫܘܝܼܬܹܗ ܒܒܹܝܬ݇ ܦܲܠܓܵܐ ܩܵܕ݇ܡ ܝܼܫܘܿܥ.","Eena eeman dla moechikh-lhoon oerkha d'awree waw boet kinsha raba, seeq-lhoon lgare, goele-lhoon lshkoere o poeshiṭ-lhoon ileh 'am shweeteh bbey palga qam eeshoo'.","And not finding by what way they might bring him in because of the multitude, they went up to the housetop, and let him down through the tiles with his couch into the midst before Jesus."
,,20,"ܟܲܕ ܚܙܹܐ ܠܹܗ ܝܼܫܘܿܥ ܗܲܝܡܵܢܘܼܬܲܝܗܝ، ܐ݇ܡܝܼܪܹܗ ܠܗ̇ܘ ܫܦܝܼܠܵܐ، ”ܝܵܐ ܐ݇ܢܵܫܵܐ، ܦܘܼܚܠܹܐ ܝܢܵܐ ܐܸܠܘܼܟ݂ ܚܛܝܼܵܬܘܼ̈ܟ݂.“","Kad khze-leh eeshoo' haymanoetayhy, meereh lhaw shpeela, ”ya nasha, poekhle yna iloekh khṭeeatoekh.“","And seeing their faith, he said, Man, thy sins are forgiven thee."
,,21,"ܐܝܼܢܵܐ ܣܵܦܪܹ̈ܐ ܘܦܪ̈ܝܼܫܹܐ ܫܘܼܪܹܐ ܠܗܘܿܢ ܒܸܚܫܵܒ݂ܵܐ ܒܓܵܢܲܝܗܝ ܘܒܹܐܡܵܪܵܐ، ”ܡܵܢܝܼ ܝܠܹܗ ܐܵܗܵܐ ܕܒܸܓܕܵܦܵܐ ܝܠܹܗ؟ ܡܵܢܝܼ ܡܵܨܹܐ ܦܲܚܸܠ ܚܛܝܼܵܬܹ̈ܐ ܫܒ݂ܘܿܩ ܡ̣ܢ ܐܲܠܵܗܵܐ؟“","Eena sapre o preeshe shoere-lhoon bikhshawa bganayhy o bemara, ”manee-yleh aha dbigdapa-yleh? Manee maṣe pakhil khṭeeate shwooq min Alaha?“","And the scribes and the Pharisees began to reason, saying, Who is this that speaketh blasphemies? Who can forgive sins, but God alone?"
,,22,"ܐܝܼܢܵܐ ܝܼܫܘܿܥ ܝ݇ܕܝܼܥ ܠܹܗ ܚܘܼܫܵܒܲܝ̈ܗܝ، ܘܒܘܼܩܸܪܹܗ ܡܸܢܲܝܗܝ، ”ܡܘܿܕܝܼ ܒܸܚܫܵܒ݂ܵܐ ܝܬܘܿܢ ܒܠܸܒܵܘܟ݂ܘܿܢ؟","Eena eeshoo' dee' leh khoeshabayhy, o boeqireh minayhy, ”moodee bikhshawa ytoon blibawkhoon?","But Jesus perceiving their reasonings, answered and said unto them, What reason ye in your hearts?"
,,23,"”ܐܲܝܢܝܼ ܝܠܹܗ ܒܘܼܫ ܦܫܘܼܩܵܐ ܠܹܐܡܵܪܵܐ، ’ܦܘܼܚܠܹܐ ܝܢܵܐ ܐܸܠܘܼܟ݂ ܚܛܝܼܵܬܘܼ̈ܟ݂،‘ ܝܲܢ ܠܹܐܡܵܪܵܐ، ’ܩܘܼܡ ܚܕܘܿܪ؟‘","”Aynee-yleh boesh pshoeqa lemara, ’poekhle yna iloekh khṭeeatoekh,‘ yan lemara, ’qoem khdoor?‘","Whether is easier, to say, Thy sins are forgiven thee; or to say, Arise and walk?"
,,24,"”ܐܝܼܢܵܐ ܕܝܵܕܥܝܼܬܘܿܢ ܕܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ ܐܝܼܬ ܠܹܗ ܫܘܼܠܛܵܢܵܐ ܥܲܠ ܐܲܪܥܵܐ ܕܦܲܚܸܠ ܚܛܝܼܵܬܹ̈ܐ“–ܐ݇ܡܝܼܪܹܗ ܠܫܦܝܼܠܵܐ، ”ܐܸܠܘܼܟ݂ ܒܹܐܡܵܪܵܐ ܝܘܸܢ، ܩܘܼܡ، ܫܩܘܿܠ ܫܘܝܼܬܘܼܟ݂ ܘܙܹܠ݇ ܠܒܲܝܬܘܼܟ݂.“","”Eena dyad'eetoon dbroona dnasha eet-leh shoelṭana 'al ar'a dpakhil khṭeeate“–meereh lshpeela, ”iloekh bemara ywin, qoem, shqool shweetoekh o ze lbaytoekh.“","But that ye may know that the Son of man hath power on earth to forgive sins (he said unto him that was palsied), I say unto thee, Arise, and take up thy couch, and go unto thy house."
,,25,"ܘܩܝܼܡ ܠܹܗ ܗܲܪ ܒܗ̇ܝ ܥܕܵܢܵܐ ܩܵܕ݇ܡ ܥܲܝܢܲܝ̈ܗܝ، ܘܫܩܝܼܠ ܠܹܗ ܫܘܝܼܬܹܗ ܘܐ݇ܙܝܼܠ ܠܹܗ ܠܒܲܝܬܹܗ ܟܲܕ ܫܲܒܘܼܚܹܐ ܠܐܲܠܵܗܵܐ.","O qeem-leh har bhay 'dana qam 'aynayhy, o shqeel-leh shweeteh o zeel-leh lbayteh kad shaboekhe lalaha.","And immediately he rose up before them, and took up that whereon he lay, and departed to his house, glorifying God."
,,26,"ܟܠܲܝܗܝ ܥܘܼܓ̰ܸܒ ܠܗܘܿܢ، ܫܘܼܒܸܚ ܠܗܘܿܢ ܠܐܲܠܵܗܵܐ، ܘܦܝܼܫ ܠܗܘܿܢ ܡܸܠܝܹܐ ܙܕܘܼܥܬܵܐ ܘܐ݇ܡܝܼܪܗܘܿܢ، ”ܐܸܕܝܘܿܡ ܚܙܹܐ ܠܲܢ ܕܘܼܡܵܪܹ̈ܐ.“","Klayhy 'oejib-lhoon, shoebikh-lhoon lalaha, o peesh-lhoon milye zdoe'ta o meerhoon, ”idyoom khze lan doemare.“","And amazement took hold on all, and they glorified God; and they were filled with fear, saying, We have seen strange things today."
,,27,"ܡ̣ܢ ܒܵܬ݇ܪ ܐܲܢܹܐ، ܦܠܝܼܛ ܠܹܗ ܝܼܫܘܿܥ ܘܚܙܹܐ ܠܹܗ ܚܲܕ ܡܵܟ݂ܣܵܐ ܫܸܡܹܗ ܠܹܘܝܼ، ܝ݇ܬܝܼܒ݂ܵܐ ܓܵܘ ܒܹܝܬ ܡܵܟ݂ܣܹ̈ܐ، ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܬܵܐ ܒܵܬ݇ܪܝܼ.“","Min bar ane, pleeṭ-leh eeshoo' o khze-leh khad makhsa shimeh lewee, teewa gaw beyt makhse, o meereh ileh, ”ta baree.“","And after these things he went forth, and beheld a publican, named Levi, sitting at the place of toll, and said unto him, Follow me."
,,28,"ܗ̇ܘ ܫܒ݂ܝܼܩ ܠܹܗ ܟܠ ܡܸܢܕܝܼ، ܩܝܼܡ ܠܹܗ ܘܐ݇ܙܝܼܠ ܠܹܗ ܒܵܬ݇ܪܹܗ.","Haw shweeq-leh kl mindee, qeem-leh o zeel-leh bareh.","And he forsook all, and rose up and followed him."
,,29,ܥܒ݂ܝܼܕ ܠܹܗ ܐܸܠܹܗ ܠܹܘܝܼ ܓܵܘ ܒܲܝܬܹܗ ܐܲܪܚܘܼܬܵܐ ܓܘܼܪܬܵܐ. ܘܐܝܼܬ ܗ݇ܘܵܐ ܟܸܢܫܵܐ ܪܵܒܵܐ ܕܡܵܟ݂ܣܹ̈ܐ ܘܕܐ݇ܚܹܪ̈݇ܢܹܐ ܝ݇ܬܝܼܒܹܐ ܠܣܘܼܦܪܵܐ ܥܲܡܲܝܗܝ.,'weed-leh ileh lewee gaw bayteh arkhoeta goerta. O eet wa kinsha raba dmakhse o dkhene teebe lsoepra 'amayhy.,And Levi made him a great feast in his house: and there was a great multitude of publicans and of others that were sitting at meat with them.
,,30,"ܐܝܼܢܵܐ ܣܵܦܪܹ̈ܐ ܘܦܪ̈ܝܼܫܹܐ ܛܘܼܪܛܸܡ ܠܗܘܿܢ، ܘܐ݇ܡܝܼܪܗܘܿܢ ܠܬܲܠܡܝܼܕܘܼ̈ܗܝ، ”ܩܵܡܘܿܕܝܼ ܥܲܡ ܡܵܟ݂ܣܹ̈ܐ ܘܚܲܛܵܝܹ̈ܐ ܒܹܐܟ݂ܵܠܵܐ ܝܬܘܿܢ ܘܒܸܫܬܵܝܵܐ؟“","Eena sapre o preeshe ṭoerṭim-lhoon, o meerhoon ltalmeedoehy, ”qamoodee 'am makhse o khaṭaye bekhala ytoon o bishtaya?“","And the Pharisees and their scribes murmured against his disciples, saying, Why do ye eat and drink with the publicans and sinners?"
,,31,"ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܐܵܢܝܼ ܕܝܼܢܵܐ ܒܚܘܼܠܡܵܢܵܐ ܠܹܐ ܝܢܵܐ ܣܢܝܼܩܹܐ ܠܐܵܣܝܵܐ، ܐܸܠܵܐ ܐܵܢܝܼ ܕܚܸܪܒܵܐ ܡܪܝܼܥܹܐ ܝܢܵܐ.","Joewib-leh eeshoo' o meereh ilayhy, ”anee deena bkhoelmana le yna sneeqe lasya, ila anee dkhirba mree'e yna.","And Jesus answering said unto them, They that are whole have no need of a physician; but they that are sick."
,,32,"”ܠܵܐ ܐ݇ܬܹܐ ܠܝܼ ܕܩܵܪܹܝܢ ܠܙܲܕܝܼܩܹ̈ܐ، ܐܸܠܵܐ ܠܚܲܛܵܝܹ̈ܐ ܠܬܝܵܒ݂ܘܼܬܵܐ.“","”La te-lee dqareyn lzadeeqe, ila lkhaṭaye ltyawoeta.“",I am not come to call the righteous but sinners to repentance.
,,33,"ܐܝܼܢܵܐ ܐܵܢܝܼ ܐ݇ܡܝܼܪܗܘܿܢ ܐܸܠܹܗ، ”ܬܲܠܡܝܼ̈ܕܹܐ ܕܝܘܿܚܲܢܵܢ ܟܹܐ ܨܵܝܡܝܼ ܪܵܒܵܐ ܘܟܹܐ ܨܲܠܝܼ، ܘܗܵܕܵܐ ܐܘܼܦ ܕܦܪ̈ܝܼܫܹܐ، ܐܝܼܢܵܐ ܕܝܼܘܼܟ݂ ܟܹܐ ܐܵܟ݂ܠܝܼ ܘܫܵܬܝܼ؟“","Eena anee meerhoon ileh, ”talmeede dyookhanan ke ṣaymee raba o ke ṣalee, o hada oep dpreeshe, eena deeoekh ke akhlee o shatee?“","And they said unto him, The disciples of John fast often, and make supplications; likewise also the disciples of the Pharisees; but thine eat and drink."
,,34,"ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ، ”ܠܹܐ ܡܵܨܹܝܬܘܿܢ ܡܲܥܒܸܕܝܼܬܘܿܢ ܚܲܒ݂ܪ̈ܵܘܵܬܹܐ ܕܚܸܬܢܵܐ ܨܵܝܡܝܼ ܟܡܵܐ ܕܚܸܬܢܵܐ ܥܲܡܲܝܗܝ ܝܠܹܗ.","Joewib-leh ilayhy eeshoo', ”le maṣeytoon ma'bideetoon khawrawate dkhitna ṣaymee kma dkhitna 'amayhy-yleh.","And Jesus said unto them, Can ye make the sons of the bride-chamber fast, while the bridegroom is with them?"
,,35,"”ܐܝܼܢܵܐ ܒܸܬ ܐܵܬܝܼ ܝܵܘܡܵܢܹ̈ܐ ܕܒܸܬ ܦܵܐܹܫ ܫܩܝܼܠܵܐ ܚܸܬܢܵܐ ܡܸܢܲܝܗܝ، ܗ̇ܝܓܵܗ ܒܸܬ ܨܵܝܡܝܼ.“","”Eena bit atee yawmane dbit paesh shqeela khitna minayhy, haygah bit ṣaymee.“","But the days will come; and when the bridegroom shall be taken away from them, then will they fast in those days."
